"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2013,"June","Regional","Traffic","8-16","Male","Pedal cyclist","Non-collision transport accident",8,13,0,0,8
2013,"June","Regional","Traffic","8-16","Male","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Pedal cyclist","Pedal cycle",1,1,0,0,1
2013,"June","Regional","Traffic","8-16","Male","Pedestrian","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Regional","Unknown traffic","0-7","Female","Not applicable","Not applicable",4,6,0,0,4
2013,"June","Regional","Unknown traffic","0-7","Male","Not applicable","Not applicable",1,5,0,0,1
2013,"June","Regional","Unknown traffic","17-25","Female","Not applicable","Not applicable",21,51,0,0,21
2013,"June","Regional","Unknown traffic","17-25","Male","Not applicable","Not applicable",8,26,0,0,8
2013,"June","Regional","Unknown traffic","26-39","Female","Not applicable","Not applicable",21,68,0,0,21
2013,"June","Regional","Unknown traffic","26-39","Male","Not applicable","Not applicable",8,19,0,0,8
2013,"June","Regional","Unknown traffic","40-64","Female","Not applicable","Not applicable",35,123,0,0,35
2013,"June","Regional","Unknown traffic","40-64","Male","Not applicable","Not applicable",28,111,0,0,28
2013,"June","Regional","Unknown traffic","65-74","Female","Not applicable","Not applicable",5,244,0,0,5
2013,"June","Regional","Unknown traffic","65-74","Male","Not applicable","Not applicable",8,50,0,0,8
2013,"June","Regional","Unknown traffic","75+","Female","Not applicable","Not applicable",8,94,0,0,8
2013,"June","Regional","Unknown traffic","75+","Male","Not applicable","Not applicable",4,27,0,0,4
2013,"June","Regional","Unknown traffic","8-16","Female","Not applicable","Not applicable",20,29,0,0,20
2013,"June","Regional","Unknown traffic","8-16","Male","Not applicable","Not applicable",5,5,0,0,5
2013,"June","Remote","All other trauma events","0-7","Female","Not applicable","Not applicable",39,67,0,0,39
2013,"June","Remote","All other trauma events","0-7","Male","Not applicable","Not applicable",59,141,0,0,59
2013,"June","Remote","All other trauma events","17-25","Female","Not applicable","Not applicable",88,166,0,0,88
2013,"June","Remote","All other trauma events","17-25","Male","Not applicable","Not applicable",137,255,0,0,137
2013,"June","Remote","All other trauma events","26-39","Female","Not applicable","Not applicable",134,312,0,0,134
2013,"June","Remote","All other trauma events","26-39","Male","Not applicable","Not applicable",163,318,0,0,163
2013,"June","Remote","All other trauma events","40-64","Female","Not applicable","Not applicable",139,481,0,0,139
2013,"June","Remote","All other trauma events","40-64","Male","Not applicable","Not applicable",149,398,0,0,149
2013,"June","Remote","All other trauma events","65-74","Female","Not applicable","Not applicable",26,170,0,0,26
2013,"June","Remote","All other trauma events","65-74","Male","Not applicable","Not applicable",36,202,0,0,36
2013,"June","Remote","All other trauma events","75+","Female","Not applicable","Not applicable",46,342,0,0,46
2013,"June","Remote","All other trauma events","75+","Male","Not applicable","Not applicable",38,344,0,0,38
2013,"June","Remote","All other trauma events","8-16","Female","Not applicable","Not applicable",31,73,0,0,31
2013,"June","Remote","All other trauma events","8-16","Male","Not applicable","Not applicable",75,160,0,0,75
2013,"June","Remote","Medical events","0-7","Female","Not applicable","Not applicable",501,1981,1,7,500
2013,"June","Remote","Medical events","0-7","Male","Not applicable","Not applicable",651,2397,0,0,651
2013,"June","Remote","Medical events","17-25","Female","Not applicable","Not applicable",905,2390,0,0,905
2013,"June","Remote","Medical events","17-25","Male","Not applicable","Not applicable",293,710,0,0,293
2013,"June","Remote","Medical events","26-39","Female","Not applicable","Not applicable",1806,4266,0,0,1806
2013,"June","Remote","Medical events","26-39","Male","Not applicable","Not applicable",817,1946,1,4,816
2013,"June","Remote","Medical events","40-64","Female","Not applicable","Not applicable",4484,8295,4,37,4480
2013,"June","Remote","Medical events","40-64","Male","Not applicable","Not applicable",3622,7431,11,80,3611
2013,"June","Remote","Medical events","65-74","Female","Not applicable","Not applicable",1073,2396,5,54,1068
2013,"June","Remote","Medical events","65-74","Male","Not applicable","Not applicable",1098,3204,10,77,1088
2013,"June","Remote","Medical events","75+","Female","Not applicable","Not applicable",605,3245,17,132,588
2013,"June","Remote","Medical events","75+","Male","Not applicable","Not applicable",680,6610,14,126,666
2013,"June","Remote","Medical events","8-16","Female","Not applicable","Not applicable",237,562,0,0,237
2013,"June","Remote","Medical events","8-16","Male","Not applicable","Not applicable",193,538,0,0,193
2013,"June","Remote","Non-traffic","17-25","Female","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Remote","Non-traffic","17-25","Male","Not applicable","Not applicable",7,37,0,0,7
2013,"June","Remote","Non-traffic","26-39","Female","Not applicable","Not applicable",2,2,0,0,2
2013,"June","Remote","Non-traffic","26-39","Male","Not applicable","Not applicable",12,30,0,0,12
2013,"June","Remote","Non-traffic","40-64","Male","Not applicable","Not applicable",14,51,0,0,14
2013,"June","Remote","Non-traffic","65-74","Female","Not applicable","Not applicable",0,9,0,0,0
2013,"June","Remote","Non-traffic","65-74","Male","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Remote","Non-traffic","8-16","Female","Not applicable","Not applicable",3,4,0,0,3
2013,"June","Remote","Non-traffic","8-16","Male","Not applicable","Not applicable",5,9,0,0,5
2013,"June","Remote","Other transport","17-25","Male","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Remote","Other transport","26-39","Male","Not applicable","Not applicable",2,2,0,0,2
2013,"June","Remote","Other transport","40-64","Female","Not applicable","Not applicable",2,2,0,0,2
2013,"June","Remote","Other transport","8-16","Male","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Remote","Traffic","0-7","Female","Car passenger","Car, pick-up truck or van",2,7,0,0,2
2013,"June","Remote","Traffic","0-7","Female","Car passenger","Heavy transport vehicle or bus",1,9,0,0,1
2013,"June","Remote","Traffic","0-7","Female","Pedestrian","Car, pick-up truck or van",2,2,0,0,2
2013,"June","Remote","Traffic","0-7","Male","Car passenger","Car, pick-up truck or van",2,11,0,0,2
2013,"June","Remote","Traffic","0-7","Male","Motorcyclist","Non-collision transport accident",1,4,0,0,1
2013,"June","Remote","Traffic","0-7","Male","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car driver","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car driver","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car driver","Non-collision transport accident",1,2,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car passenger","Fixed or stationary object",1,7,0,0,1
2013,"June","Remote","Traffic","17-25","Female","Car passenger","Non-collision transport accident",3,5,0,0,3
2013,"June","Remote","Traffic","17-25","Male","Car driver","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","17-25","Male","Car driver","Fixed or stationary object",2,2,0,0,2
2013,"June","Remote","Traffic","17-25","Male","Car driver","Non-collision transport accident",7,21,0,0,7
2013,"June","Remote","Traffic","17-25","Male","Car passenger","Non-collision transport accident",7,42,0,0,7
2013,"June","Remote","Traffic","17-25","Male","Motorcyclist","Non-collision transport accident",3,7,0,0,3
2013,"June","Remote","Traffic","17-25","Male","Motorcyclist","Other and unspecified transport accidents",3,17,0,0,3
2013,"June","Remote","Traffic","17-25","Male","Other or unknown","Other and unspecified transport accidents",1,10,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Car driver","Fixed or stationary object",3,39,0,0,3
2013,"June","Remote","Traffic","26-39","Female","Car driver","Non-collision transport accident",2,17,0,0,2
2013,"June","Remote","Traffic","26-39","Female","Car driver","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Car driver","Pedestrian or animal",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Car passenger","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Car passenger","Non-collision transport accident",1,43,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Car unknown position","Other and unspecified transport accidents",1,4,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Motorcyclist","Fixed or stationary object",2,26,0,0,2
2013,"June","Remote","Traffic","26-39","Female","Motorcyclist","Non-collision transport accident",1,4,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Motorcyclist","Other and unspecified transport accidents",0,7,0,0,0
2013,"June","Remote","Traffic","26-39","Female","Other or unknown","Other and unspecified transport accidents",1,2,0,0,1
2013,"June","Remote","Traffic","26-39","Female","Pedestrian","Car, pick-up truck or van",1,29,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Car driver","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Car driver","Non-collision transport accident",2,8,0,0,2
2013,"June","Remote","Traffic","26-39","Male","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Car passenger","Fixed or stationary object",0,5,0,0,0
2013,"June","Remote","Traffic","26-39","Male","Car passenger","Non-collision transport accident",4,8,0,0,4
2013,"June","Remote","Traffic","26-39","Male","Car unknown position","Non-collision transport accident",2,2,0,0,2
2013,"June","Remote","Traffic","26-39","Male","Motorcyclist","Fixed or stationary object",1,26,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Motorcyclist","Non-collision transport accident",2,7,0,0,2
2013,"June","Remote","Traffic","26-39","Male","Motorcyclist","Other and unspecified transport accidents",0,2,0,0,0
2013,"June","Remote","Traffic","26-39","Male","Motorcyclist","Pedestrian or animal",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Pedal cyclist","Fixed or stationary object",1,4,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Pedestrian","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","26-39","Male","Pick-up truck or van occupant","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Female","Car driver","Car, pick-up truck or van",1,23,0,0,1
2013,"June","Remote","Traffic","40-64","Female","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Female","Car passenger","Non-collision transport accident",1,12,0,0,1
2013,"June","Remote","Traffic","40-64","Female","Car unknown position","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Female","Motorcyclist","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Car driver","Non-collision transport accident",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Car driver","Pedestrian or animal",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Car passenger","Fixed or stationary object",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Car passenger","Non-collision transport accident",2,5,0,0,2
2013,"June","Remote","Traffic","40-64","Male","Car unknown position","Non-collision transport accident",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Heavy transport driver","Heavy transport vehicle or bus",1,13,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Motorcyclist","Car, pick-up truck or van",0,28,0,0,0
2013,"June","Remote","Traffic","40-64","Male","Motorcyclist","Non-collision transport accident",4,22,0,0,4
2013,"June","Remote","Traffic","40-64","Male","Motorcyclist","Other and unspecified transport accidents",1,2,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Motorcyclist","Pedestrian or animal",1,11,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Other or unknown","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","40-64","Male","Pedestrian","Car, pick-up truck or van",2,44,0,0,2
2013,"June","Remote","Traffic","65-74","Female","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","75+","Female","Car driver","Fixed or stationary object",1,13,0,0,1
2013,"June","Remote","Traffic","75+","Female","Car unknown position","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Traffic","75+","Female","Pedestrian","Car, pick-up truck or van",1,2,0,0,1
2013,"June","Remote","Traffic","8-16","Female","Car passenger","Non-collision transport accident",1,1,0,0,1
2013,"June","Remote","Traffic","8-16","Female","Motorcyclist","Non-collision transport accident",2,12,0,0,2
2013,"June","Remote","Traffic","8-16","Female","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2013,"June","Remote","Traffic","8-16","Male","Motorcyclist","Non-collision transport accident",1,14,0,0,1
2013,"June","Remote","Traffic","8-16","Male","Motorcyclist","Other and unspecified transport accidents",2,3,0,0,2
2013,"June","Remote","Traffic","8-16","Male","Pedal cyclist","Car, pick-up truck or van",1,1,0,0,1
2013,"June","Remote","Unknown traffic","0-7","Male","Not applicable","Not applicable",1,1,0,0,1
2013,"June","Remote","Unknown traffic","17-25","Female","Not applicable","Not applicable",2,4,0,0,2
2013,"June","Remote","Unknown traffic","17-25","Male","Not applicable","Not applicable",5,6,0,0,5
2013,"June","Remote","Unknown traffic","26-39","Female","Not applicable","Not applicable",5,5,0,0,5
2013,"June","Remote","Unknown traffic","26-39","Male","Not applicable","Not applicable",3,3,0,0,3
2013,"June","Remote","Unknown traffic","40-64","Female","Not applicable","Not applicable",3,5,0,0,3
2013,"June","Remote","Unknown traffic","40-64","Male","Not applicable","Not applicable",2,3,0,0,2
2013,"June","Remote","Unknown traffic","75+","Male","Not applicable","Not applicable",2,2,0,0,2
2013,"June","Remote","Unknown traffic","8-16","Female","Not applicable","Not applicable",2,3,0,0,2
2013,"June","Remote","Unknown traffic","8-16","Male","Not applicable","Not applicable",2,6,0,0,2
2013,"March","Major Cities","All other trauma events","0-7","Female","Not applicable","Not applicable",795,1081,1,5,794
2013,"March","Major Cities","All other trauma events","0-7","Male","Not applicable","Not applicable",1091,1552,1,4,1090
2013,"March","Major Cities","All other trauma events","17-25","Female","Not applicable","Not applicable",929,1669,2,4,927
